Code,Company,Link,"Market Cap","Last trade",Change,%Change,Sector
ASX:IFL,"Insignia Financial Ltd (ASX:IFL)",https://www.listcorp.com/asx/ifl/insignia-financial-ltd,"	3024970000",4.515,0.00,0.11,Financials
ASX:MVW,"Vaneck Vectors Australian Equal Weight ETF (ASX:MVW)",https://www.listcorp.com/asx/mvw/vaneck-vectors-australian-equal-weight-etf,"	3021470000",40.3,0.06,0.15,Unclassified
ASX:AAI,"Alcoa Corporation (ASX:AAI)",https://www.listcorp.com/asx/aai/alcoa-corporation,"	3013920000",48.94,0.54,1.12,Unclassified
ASX:PDN,"Paladin Energy Limited (ASX:PDN)",https://www.listcorp.com/asx/pdn/paladin-energy,"	2957060000",7.46,0.05,0.67,Energy
ASX:FBU,"Fletcher Building Limited (ASX:FBU)",https://www.listcorp.com/asx/fbu/fletcher-building-limited,"	2955970000",2.755,0.00,0.18,Industrials
ASX:TPW,"Temple & Webster Group Limited (ASX:TPW)",https://www.listcorp.com/asx/tpw/temple-and-webster-group-limited,"	2955150000",24.85,0.28,1.14,"Consumer Discretionary"
ASX:PXA,"PEXA Group Limited (ASX:PXA)",https://www.listcorp.com/asx/pxa/pexa-group-limited,"	2942860000",16.76,0.19,1.15,"Real Estate"
ASX:ASB,"Austal Limited (ASX:ASB)",https://www.listcorp.com/asx/asb/austal-limited,"	2935620000",7.04,0.07,1,Industrials
ASX:BPT,"Beach Energy Limited (ASX:BPT)",https://www.listcorp.com/asx/bpt/beach-energy-limited,"	2908700000",1.2775,0.00,0.2,Energy
ASX:RGN,"Region Group (ASX:RGN)",https://www.listcorp.com/asx/rgn/region-group,"	2866910000",2.465,-0.00,-0.2,"Real Estate"
ASX:ORA,"Orora Group Limited (ASX:ORA)",https://www.listcorp.com/asx/ora/orora-group-limited,"	2831810000",2.21,0.00,0,Materials
ASX:IHVV,"iShares S&P 500 (AUD Hedged) ETF (ASX:IHVV)",https://www.listcorp.com/asx/ihvv/ishares-s-and-p-500-aud-hedged-etf,"	2820530000",58.97,0.32,0.55,Unclassified
ASX:VAF,"Vanguard Australian Fixed Interest Index ETF (ASX:VAF)",https://www.listcorp.com/asx/vaf/vanguard-australian-fixed-interest-index-etf,"	2816000000",46.5,-0.01,-0.02,Unclassified
ASX:FLT,"Flight Centre Travel Group Limited (ASX:FLT)",https://www.listcorp.com/asx/flt/flight-centre-travel-group-limited,"	2815100000",12.46,-0.47,-3.63,"Consumer Discretionary"
ASX:HDN,"HomeCo Daily Needs REIT (ASX:HDN)",https://www.listcorp.com/asx/hdn/homeco-daily-needs-reit,"	2806770000",1.345,0.00,0,"Real Estate"
ASX:DHG,"Domain Holdings Australia Limited (ASX:DHG)",https://www.listcorp.com/asx/dhg/domain-holdings-australia-limited,"	2801500000",4.42,0.00,0,"Communication Services"
ASX:SGM,"Sims Limited (ASX:SGM)",https://www.listcorp.com/asx/sgm/sims-limited,"	2768890000",14.56,0.23,1.61,Materials
ASX:MFF,"MFF Capital Investments Limited (ASX:MFF)",https://www.listcorp.com/asx/mff/mff-capital-investments,"	2765300000",4.72,0.00,0,Financials
ASX:ILU,"Iluka Resources Limited (ASX:ILU)",https://www.listcorp.com/asx/ilu/iluka-resources-limited,"	2732650000",6.34,-0.02,-0.31,Materials
ASX:NEC,"Nine Entertainment Co. Holdings Limited (ASX:NEC)",https://www.listcorp.com/asx/nec/nine-entertainment-co-holdings-limited,"	2703720000",1.845,0.14,8.21,"Communication Services"
ASX:GYG,"Guzman y Gomez Limited (ASX:GYG)",https://www.listcorp.com/asx/gyg/guzman-y-gomez-limited,"	2675400000",26.25,0.24,0.92,"Consumer Discretionary"
ASX:SUBD,"VanEck Australian Subordinated Debt ETF (ASX:SUBD)",https://www.listcorp.com/asx/subd/vaneck-australian-subordinated-debt-etf,"	2641610000",25.26,0.00,0,Unclassified
ASX:BWP,"BWP Trust (ASX:BWP)",https://www.listcorp.com/asx/bwp/bwp-trust,"	2615010000",3.62,0.01,0.28,"Real Estate"
ASX:MP1,"Megaport Limited (ASX:MP1)",https://www.listcorp.com/asx/mp1/megaport-limited,"	2605640000",16.1,-0.09,-0.56,"Information Technology"
ASX:VGN,"Virgin Australia Holdings Limited (ASX:VGN)",https://www.listcorp.com/asx/vgn/virgin-australia-holdings-limited,"	2564930000",3.26,-0.02,-0.61,Industrials
ASX:PPT,"Perpetual Limited (ASX:PPT)",https://www.listcorp.com/asx/ppt/perpetual-limited,"	2532400000",22.13,0.05,0.23,Financials
ASX:INA,"Ingenia Communities Group (ASX:INA)",https://www.listcorp.com/asx/ina/ingenia-communities-group,"	2527020000",6.2,0.00,0,"Real Estate"
ASX:BGBL,"Betashares Global Shares ETF (ASX:BGBL)",https://www.listcorp.com/asx/bgbl/betashares-global-shares-etf,"	2512870000",78.48,0.17,0.22,Unclassified
ASX:MXT,"Metrics Master Income Trust (ASX:MXT)",https://www.listcorp.com/asx/mxt/metrics-master-income-trust,"	2505930000",2.05,0.00,0,Financials
ASX:EMR,"Emerald Resources NL (ASX:EMR)",https://www.listcorp.com/asx/emr/emerald-resources-nl,"	2494010000",3.9,0.12,3.17,Materials
ASX:GDG,"Generation Development Group Limited (ASX:GDG)",https://www.listcorp.com/asx/gdg/generation-development-group,"	2467170000",6.26,0.02,0.32,Financials
ASX:HBRD,"BetaShares Active Australian Hybrids Fund (managed fund) (ASX:HBRD)",https://www.listcorp.com/asx/hbrd/betashares-active-australian-hybrids-fund,"	2463710000",10.14,0.00,0,Unclassified
ASX:CQR,"Charter Hall Retail REIT (ASX:CQR)",https://www.listcorp.com/asx/cqr/charter-hall-retail-reit,"	2452790000",4.23,0.01,0.24,"Real Estate"
ASX:REG,"Regis Healthcare Limited (ASX:REG)",https://www.listcorp.com/asx/reg/regis-healthcare-limited,"	2406980000",7.95,-0.04,-0.5,"Health Care"
ASX:EVT,"EVT Limited (ASX:EVT)",https://www.listcorp.com/asx/evt/evt-limited,"	2390700000",14.8,0.09,0.61,"Communication Services"
ASX:SNZ,"Summerset Group Holdings Limited (ASX:SNZ)",https://www.listcorp.com/asx/snz/summerset-group-holdings-limited,"	2358190000",9.78,0.00,0,"Health Care"
ASX:CTD,"Corporate Travel Management Limited (ASX:CTD)",https://www.listcorp.com/asx/ctd/corporate-travel-management,"	2351450000",16.07,0.00,0,"Consumer Discretionary"
ASX:LTR,"Liontown Resources Limited (ASX:LTR)",https://www.listcorp.com/asx/ltr/liontown-resources-limited,"	2346800000",0.8625,0.02,2.68,Materials
ASX:GNE,"Genesis Energy Limited (ASX:GNE)",https://www.listcorp.com/asx/gne/genesis-energy-limited,"	2344310000",2.11,-0.02,-0.94,Utilities
ASX:IPX,"IperionX Limited (ASX:IPX)",https://www.listcorp.com/asx/ipx/iperionx-limited,"	2340780000",6.9,-0.11,-1.57,Materials
ASX:CIA,"Champion Iron Limited (ASX:CIA)",https://www.listcorp.com/asx/cia/champion-iron-limited,"	2335640000",4.42,0.04,0.91,Materials
ASX:DBI,"Dalrymple Bay Infrastructure Limited (ASX:DBI)",https://www.listcorp.com/asx/dbi/dalrymple-bay-infrastructure-limited,"	2300330000",4.68,0.04,0.86,Industrials
ASX:NEU,"Neuren Pharmaceuticals Limited (ASX:NEU)",https://www.listcorp.com/asx/neu/neuren-pharmaceuticals-limited,"	2246170000",18.22,0.42,2.36,"Health Care"
ASX:CSC,"Capstone Copper Corp (ASX:CSC)",https://www.listcorp.com/asx/csc/capstone-copper-corp,"	2177100000",10.92,0.07,0.65,Materials
ASX:CIP,"Centuria Industrial REIT (ASX:CIP)",https://www.listcorp.com/asx/cip/centuria-industrial-reit,"	2171460000",3.42,0.00,0,"Real Estate"
ASX:DRR,"Deterra Royalties Limited (ASX:DRR)",https://www.listcorp.com/asx/drr/deterra-royalties-limited,"	2163280000",4.12,0.03,0.73,Materials
ASX:MND,"Monadelphous Group Limited (ASX:MND)",https://www.listcorp.com/asx/mnd/monadelphous-group-limited,"	2103710000",21.3,0.11,0.52,Industrials
ASX:PRN,"Perenti Limited (ASX:PRN)",https://www.listcorp.com/asx/prn/perenti-limited,"	2088490000",2.245,-0.00,-0.22,Materials
ASX:QHAL,"VanEck MSCI International Quality (Hedged) ETF (ASX:QHAL)",https://www.listcorp.com/asx/qhal/vaneck-msci-international-quality-hedged-etf,"	2053100000",49.4,0.16,0.32,Unclassified
ASX:NCK,"Nick Scali Limited (ASX:NCK)",https://www.listcorp.com/asx/nck/nick-scali-limited,"	2052740000",23.93,-0.07,-0.29,"Consumer Discretionary"
ASX:CNI,"Centuria Capital Group (ASX:CNI)",https://www.listcorp.com/asx/cni/centuria-capital-group,"	2017120000",2.44,0.01,0.41,"Real Estate"
ASX:OCL,"Objective Corporation Limited (ASX:OCL)",https://www.listcorp.com/asx/ocl/objective-corporation-limited,"	1992310000",20.67,-0.17,-0.82,"Information Technology"
ASX:LSF,"L1 Long Short Fund Limited (ASX:LSF)",https://www.listcorp.com/asx/lsf/l1-long-short-fund-limited,"	1981160000",3.14,-0.01,-0.32,Financials
ASX:JDO,"Judo Capital Holdings Limited (ASX:JDO)",https://www.listcorp.com/asx/jdo/judo-capital-holdings-limited,"	1968050000",1.755,-0.00,-0.28,Financials
ASX:NWS,"News Corporation (ASX:NWS)",https://www.listcorp.com/asx/nws/news-corp,"	1958580000",53.19,-0.39,-0.73,"Communication Services"
ASX:WAM,"WAM Capital Limited (ASX:WAM)",https://www.listcorp.com/asx/wam/wam-capital-limited,"	1954040000",1.735,0.00,0,Financials
ASX:ADT,"Adriatic Metals Plc (ASX:ADT)",https://www.listcorp.com/asx/adt/adriatic-metals-plc,"	1921920000",6.31,-0.06,-0.94,Materials
ASX:ASK,"Abacus Storage King (ASX:ASK)",https://www.listcorp.com/asx/ask/abacus-storage-king,"	1905450000",1.425,-0.02,-1.72,"Real Estate"
ASX:CYL,"Catalyst Metals Limited (ASX:CYL)",https://www.listcorp.com/asx/cyl/catalyst-metals-limited,"	1875930000",7.21,-0.24,-3.22,Materials
ASX:GOZ,"Growthpoint Properties Australia (ASX:GOZ)",https://www.listcorp.com/asx/goz/growthpoint-properties,"	1863130000",2.485,0.02,0.61,"Real Estate"
ASX:WLE,"WAM Leaders Limited (ASX:WLE)",https://www.listcorp.com/asx/wle/wam-leaders-limited,"	1854190000",1.345,-0.00,-0.37,Financials
ASX:DMP,"Domino's Pizza Enterprises Limited (ASX:DMP)",https://www.listcorp.com/asx/dmp/dominos-pizza-enterprises-limited,"	1828520000",16.54,-2.82,-14.57,"Consumer Discretionary"
ASX:FRW,"Freightways Group Limited (ASX:FRW)",https://www.listcorp.com/asx/frw/freightways-group-limited,"	1828210000",10.7,0.48,4.7,Industrials
ASX:GNC,"GrainCorp Limited (ASX:GNC)",https://www.listcorp.com/asx/gnc/graincorp-limited,"	1800640000",8.11,0.01,0.12,"Consumer Staples"
ASX:ZIM,"Zimplats Holdings Limited (ASX:ZIM)",https://www.listcorp.com/asx/zim/zimplats-holdings-limited,"	1773870000",16.48,0.00,0,Materials
ASX:GLF,"GemLife Communities Group (ASX:GLF)",https://www.listcorp.com/asx/glf/gemlife-communities-group,"	1768340000",4.58,-0.07,-1.51,"Real Estate"
ASX:SMR,"Stanmore Resources Limited (ASX:SMR)",https://www.listcorp.com/asx/smr/stanmore-resources-limited,"	1766730000",1.98,0.02,1.02,Materials
ASX:NWH,"NRW Holdings Limited (ASX:NWH)",https://www.listcorp.com/asx/nwh/nrw-holdings-limited,"	1760850000",3.86,0.01,0.26,Industrials
ASX:MFG,"Magellan Financial Group Limited (ASX:MFG)",https://www.listcorp.com/asx/mfg/magellan-financial-group-limited,"	1750740000",10.315,0.14,1.33,Financials
ASX:PNR,"Pantoro Gold Limited (ASX:PNR)",https://www.listcorp.com/asx/pnr/pantoro-gold-limited,"	1748430000",4.47,0.03,0.68,Materials
ASX:CAT,"Catapult Sports Ltd (ASX:CAT)",https://www.listcorp.com/asx/cat/catapult-sports-ltd,"	1744710000",6.17,0.02,0.33,"Information Technology"
ASX:WPR,"Waypoint REIT (ASX:WPR)",https://www.listcorp.com/asx/wpr/waypoint-reit,"	1740720000",2.645,0.01,0.19,"Real Estate"
ASX:AIZ,"Air New Zealand Limited (ASX:AIZ)",https://www.listcorp.com/asx/aiz/air-new-zealand-limited,"	1734510000",0.53,0.00,0.95,Industrials
ASX:QPON,"BetaShares Australian Bank Senior Floating Rate Bond ETF (ASX:QPON)",https://www.listcorp.com/asx/qpon/betashares-australian-bank-senior-floating-rate-bond-etf,"	1714860000",26.14,0.01,0.04,Unclassified
ASX:MAQ,"Macquarie Technology Group Limited (ASX:MAQ)",https://www.listcorp.com/asx/maq/macquarie-technology-group-limited,"	1713700000",65.05,-1.44,-2.17,"Information Technology"
ASX:BGA,"Bega Cheese Limited (ASX:BGA)",https://www.listcorp.com/asx/bga/bega-cheese-limited,"	1712080000",5.61,0.00,0,"Consumer Staples"
ASX:SNL,"Supply Network Limited (ASX:SNL)",https://www.listcorp.com/asx/snl/supply-network,"	1688340000",38.655,-0.19,-0.5,"Consumer Discretionary"
ASX:MAF,"MA Financial Group Limited (ASX:MAF)",https://www.listcorp.com/asx/maf/ma-financial-group-limited,"	1678350000",9.135,-0.01,-0.16,Financials
ASX:HGBL,"BetaShares Global Shares ETF - Currency Hedged (ASX:HGBL)",https://www.listcorp.com/asx/hgbl/betashares-global-shares-etf-currency-hedged,"	1663340000",72.79,0.33,0.46,Unclassified
ASX:DYL,"Deep Yellow Limited (ASX:DYL)",https://www.listcorp.com/asx/dyl/deep-yellow-limited,"	1653930000",1.725,0.02,1.47,Energy
ASX:IRE,"Iress Limited (ASX:IRE)",https://www.listcorp.com/asx/ire/iress-limited,"	1638140000",8.71,-0.06,-0.68,"Information Technology"
ASX:ARF,"Arena REIT (ASX:ARF)",https://www.listcorp.com/asx/arf/arena-reit,"	1623250000",4.08,0.04,0.99,"Real Estate"
ASX:TAH,"Tabcorp Holdings Limited (ASX:TAH)",https://www.listcorp.com/asx/tah/tabcorp-holdings-limited,"	1623240000",0.905,0.19,27.46,"Consumer Discretionary"
ASX:MGH,"MAAS Group Holdings Limited (ASX:MGH)",https://www.listcorp.com/asx/mgh/maas-group-holdings-limited,"	1610700000",4.45,0.01,0.23,Industrials
ASX:MAD,"Mader Group Limited (ASX:MAD)",https://www.listcorp.com/asx/mad/mader-group-limited,"	1608940000",7.93,-0.04,-0.5,Industrials
ASX:DDR,"Dicker Data Limited (ASX:DDR)",https://www.listcorp.com/asx/ddr/dicker-data-limited,"	1600930000",8.88,0.02,0.23,"Information Technology"
ASX:HMC,"HMC Capital Limited (ASX:HMC)",https://www.listcorp.com/asx/hmc/hmc-capital-limited,"	1588570000",3.86,0.01,0.26,Financials
ASX:HLI,"Helia Group Limited (ASX:HLI)",https://www.listcorp.com/asx/hli/helia-group-limited,"	1580420000",5.89,0.09,1.55,Financials
ASX:WEB,"WEB Travel Group Limited (ASX:WEB)",https://www.listcorp.com/asx/web/web-travel-group-limited,"	1568220000",4.33,-0.01,-0.23,"Consumer Discretionary"
ASX:QSML,"Vaneck Vectors MSCI Inter Small Companies Qual ETF (ASX:QSML)",https://www.listcorp.com/asx/qsml/vaneck-vectors-msci-inter-small-companies-qual-etf,"	1562280000",32.25,0.15,0.47,Unclassified
ASX:ABB,"Aussie Broadband Limited (ASX:ABB)",https://www.listcorp.com/asx/abb/aussie-broadband-limited,"	1553580000",5.27,-0.04,-0.75,"Communication Services"
ASX:SDR,"SiteMinder Limited (ASX:SDR)",https://www.listcorp.com/asx/sdr/siteminder-limited,"	1530880000",6.65,1.20,22.02,"Information Technology"
ASX:SLC,"Superloop Limited (ASX:SLC)",https://www.listcorp.com/asx/slc/superloop-limited,"	1530760000",2.93,-0.06,-2.01,"Communication Services"
ASX:IFRA,"VanEck FTSE Global Infrastructure (Hedged) ETF (ASX:IFRA)",https://www.listcorp.com/asx/ifra/vaneck-ftse-global-infrastructure-hedged-etf,"	1513210000",23.25,0.02,0.09,Unclassified
ASX:IMD,"IMDEX Limited (ASX:IMD)",https://www.listcorp.com/asx/imd/imdex-limited,"	1509930000",2.98,0.03,1.02,Materials
ASX:VGE,"Vanguard FTSE Emerging Markets Shares ETF (ASX:VGE)",https://www.listcorp.com/asx/vge/vanguard-ftse-emerging-markets-shares-etf,"	1494390000",88.3,-0.29,-0.33,Unclassified
ASX:OBM,"Ora Banda Mining Ltd (ASX:OBM)",https://www.listcorp.com/asx/obm/ora-banda-mining,"	1491400000",0.83,0.04,5.06,Materials
ASX:AUI,"Australian United Investment Company Limited (ASX:AUI)",https://www.listcorp.com/asx/aui/australian-united-investment-company-limited,"	1451810000",11.7,0.00,0,Financials
ASX:BKI,"BKI Investment Company Limited (ASX:BKI)",https://www.listcorp.com/asx/bki/bki-investment-company-limited,"	1444770000",1.79,0.00,0,Financials
ASX:NAN,"Nanosonics Limited (ASX:NAN)",https://www.listcorp.com/asx/nan/nanosonics-limited,"	1436180000",4.43,-0.30,-6.34,"Health Care"
ASX:ELD,"Elders Limited (ASX:ELD)",https://www.listcorp.com/asx/eld/elders-limited,"	1411140000",7.44,0.06,0.81,"Consumer Staples"
ASX:WA1,"WA1 Resources Ltd (ASX:WA1)",https://www.listcorp.com/asx/wa1/wa1-resources-ltd,"	1393640000",18.89,0.12,0.64,Materials
ASX:CRED,"BetaShares Australian Investment Grade Corporate Bond ETF (ASX:CRED)",https://www.listcorp.com/asx/cred/betashares-australian-investment-grade-corporate-bond-etf,"	1362990000",23.8,0.01,0.04,Unclassified
ASX:KAR,"Karoon Energy Ltd (ASX:KAR)",https://www.listcorp.com/asx/kar/karoon-energy-ltd,"	1358230000",1.93,0.07,4.04,Energy
ASX:LFG,"Liberty Financial Group Limited (ASX:LFG)",https://www.listcorp.com/asx/lfg/liberty-financial-group-limited,"	1351020000",4.45,0.00,0,Financials
ASX:AOV,"Amotiv Limited (ASX:AOV)",https://www.listcorp.com/asx/aov/amotiv-limited,"	1345840000",9.71,-0.20,-2.02,"Consumer Discretionary"
ASX:RSG,"Resolute Mining Limited (ASX:RSG)",https://www.listcorp.com/asx/rsg/resolute-mining-limited,"	1341710000",0.66,0.03,4.76,Materials
ASX:FANG,"Global X FANG+ ETF (ASX:FANG)",https://www.listcorp.com/asx/fang/global-x-fang-etf,"	1340900000",34.49,0.01,0.03,Unclassified
ASX:CBO,"Cobram Estate Olives Limited (ASX:CBO)",https://www.listcorp.com/asx/cbo/cobram-estate-olives-limited,"	1336430000",3.19,0.00,0,"Consumer Staples"
ASX:DTL,"Data#3 Limited (ASX:DTL)",https://www.listcorp.com/asx/dtl/data-3-limited,"	1335310000",8.65,0.03,0.35,"Information Technology"
ASX:IXJ,"iShares Global Healthcare ETF (ASX:IXJ)",https://www.listcorp.com/asx/ixj/ishares-global-healthcare-etf,"	1330980000",133.21,0.28,0.21,Unclassified
ASX:BAP,"Bapcor Limited (ASX:BAP)",https://www.listcorp.com/asx/bap/bapcor-limited,"	1330500000",3.93,0.01,0.26,"Consumer Discretionary"
ASX:BGL,"Bellevue Gold Limited (ASX:BGL)",https://www.listcorp.com/asx/bgl/bellevue-gold-limited,"	1323400000",0.91,0.02,1.68,Materials
ASX:ALK,"Alkane Resources Limited (ASX:ALK)",https://www.listcorp.com/asx/alk/alkane-resources-limited,"	1317110000",0.98,0.01,1.55,Materials
ASX:HACK,"BetaShares Global Cybersecurity ETF (ASX:HACK)",https://www.listcorp.com/asx/hack/betashares-global-cybersecurity-etf,"	1316910000",14.79,0.02,0.14,Unclassified
ASX:PGF,"PM Capital Global Opportunities Fund (ASX:PGF)",https://www.listcorp.com/asx/pgf/pm-capital-global-opportunities-fund,"	1313660000",2.74,0.00,0,Financials
ASX:FAIR,"BetaShares Australian Sustainability Leaders ETF (ASX:FAIR)",https://www.listcorp.com/asx/fair/betashares-australian-sustainability-leaders-etf,"	1310120000",22.61,-0.01,-0.04,Unclassified
ASX:IWLD,"iShares Core MSCI World ex Australia ESG ETF (ASX:IWLD)",https://www.listcorp.com/asx/iwld/ishares-core-msci-world-ex-australia-esg-etf,"	1306300000",65.7,0.05,0.08,Unclassified
ASX:RDX,"Redox Limited (ASX:RDX)",https://www.listcorp.com/asx/rdx/redox-limited,"	1302200000",2.485,0.00,0.2,Industrials
ASX:IEL,"IDP Education Limited (ASX:IEL)",https://www.listcorp.com/asx/iel/idp-education-limited,"	1299830000",4.66,-0.01,-0.21,"Consumer Discretionary"
ASX:CU6,"Clarity Pharmaceuticals Ltd (ASX:CU6)",https://www.listcorp.com/asx/cu6/clarity-pharmaceuticals,"	1294330000",3.46,-0.02,-0.57,"Health Care"
ASX:KLS,"Kelsian Group Limited (ASX:KLS)",https://www.listcorp.com/asx/kls/kelsian-group-limited,"	1292540000",4.87,0.11,2.31,Industrials
ASX:NXG,"NexGen Energy (Canada) Ltd (ASX:NXG)",https://www.listcorp.com/asx/nxg/nexgen-energy-canada-ltd,"	1289080000",11.16,0.16,1.45,Energy
ASX:DVP,"Develop Global Limited (ASX:DVP)",https://www.listcorp.com/asx/dvp/develop-global-limited,"	1287650000",3.88,-0.04,-1.02,Materials
ASX:SSM,"Service Stream Limited (ASX:SSM)",https://www.listcorp.com/asx/ssm/service-stream-limited,"	1287340000",2.085,-0.01,-0.24,Industrials
ASX:IEM,"iShares MSCI Emerging Markets ETF (ASX:IEM)",https://www.listcorp.com/asx/iem/ishares-msci-emerging-markets-etf,"	1285450000",77.71,-0.56,-0.72,Unclassified
ASX:GLIN,"iShares Core FTSE Global Infrastructure (AUD Hedged) ETF (ASX:GLIN)",https://www.listcorp.com/asx/glin/ishares-core-ftse-global-infrastructure-aud-hedged-etf,"	1266290000",28.71,0.07,0.24,Unclassified
ASX:CQE,"Charter Hall Social Infrastructure REIT (ASX:CQE)",https://www.listcorp.com/asx/cqe/charter-hall-social-infrastructure-reit,"	1258060000",3.39,0.00,0,"Real Estate"
ASX:MMS,"McMillan Shakespeare Limited (ASX:MMS)",https://www.listcorp.com/asx/mms/mcmillan-shakespeare-limited,"	1250790000",18.1,0.14,0.78,Industrials
ASX:VESG,"Vanguard Ethically Conscious International Shares Index ETF (ASX:VESG)",https://www.listcorp.com/asx/vesg/vanguard-ethically-conscious-international-shares-index-etf,"	1250580000",108.44,0.25,0.23,Unclassified
ASX:IPH,"IPH Limited (ASX:IPH)",https://www.listcorp.com/asx/iph/iph-limited,"	1245400000",4.72,-0.06,-1.26,Industrials
ASX:PDI,"Predictive Discovery Limited (ASX:PDI)",https://www.listcorp.com/asx/pdi/predictive-discovery-limited,"	1232560000",0.4725,0.00,0.53,Materials
ASX:BGP,"Briscoe Group Limited (ASX:BGP)",https://www.listcorp.com/asx/bgp/briscoe-group-limited,"	1225350000",5.5,0.00,0,"Consumer Discretionary"
ASX:SRG,"SRG Global Limited (ASX:SRG)",https://www.listcorp.com/asx/srg/srg-global-limited,"	1183760000",1.945,-0.02,-0.77,Industrials
ASX:LFS,"Latitude Financial Services Group Limited (ASX:LFS)",https://www.listcorp.com/asx/lfs/latitude-financial-services-group-limited,"	1174860000",1.12,-0.01,-0.88,Financials
ASX:VGB,"Vanguard Australian Government Bond Index ETF (ASX:VGB)",https://www.listcorp.com/asx/vgb/vanguard-australian-government-bond-index-etf,"	1170400000",47.15,0.03,0.06,Unclassified
